textual_description,label
"start entry py-paypalpongosint-10.27/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry cvxopt-1.3.0/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, end of entry",0
"start entry django-money-3.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry usps-api-0.5/setup.py, import operating system module, use URL, end of entry",0
"start entry hubspot-api-client-6.0.0/setup.py, use URL, end of entry",0
"start entry natural-0.2.0/setup.py, use URL, end of entry",0
"start entry dnslib-0.9.20/setup.py, use URL, end of entry",0
"start entry esqpostloadping-6.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry sanic-prometheus-qubit-9000.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry sslyze-5.0.5/setup.py, evaluate code at run-time, use URL, use URL, use URL, end of entry",0
"start entry tppeppushpyw-3.5/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry airduq-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry py4j-0.10.9.6/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry missingno-0.5.1/setup.py, use URL, use URL, end of entry",0
"start entry types-paramiko-2.11.3/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry mypy-boto3-secretsmanager-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry flask-ngrok-0.0.25/setup.py, use URL, end of entry",0
"start entry m9s-trytond-6.0.19/setup.py, import operating system module, import process module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry Pytabtrust-9999999.0.0/setup.py, import operating system module, use operating system module call, read sensitive information, use URL, use URL, use operating system module call, read sensitive information, end of entry",1
"start entry pylint-quotes-0.2.3/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry cloudfix-2/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry SudachiDict-full-20220729/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry swapper-1.3.0/setup.py, use URL, end of entry",0
"start entry mpi4py-3.1.3/setup.py, import operating system module, use operating system module call, use URL, use operating system module call, use operating system module call, use operating system module call, read sensitive information, use operating system module call, read sensitive information, end of entry",0
"start entry oauth2-1.9.0.post1/setup.py, import operating system module, use URL, end of entry",0
"start entry dash_html_components-2.0.0/setup.py, use URL, end of entry",0
"start entry testpipxyz3-1.0.0/setup.py, import process module, import network module, use URL, use network module call, end of entry",1
"start entry types-Markdown-3.4.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry libusb1-3.0.0/setup.py, import operating system module, import process module, read sensitive information, use base64 string, use URL, end of entry",0
"start entry bloxflipscraper-0.0.0/bloxflipscraper/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry ntc_templates-3.0.0/setup.py, use URL, end of entry",0
"start entry jaeger-client-4.8.0/setup.py, use URL, end of entry",0
"start entry pyobjc-framework-CoreSpotlight-8.5/setup.py, import operating system module, end of entry",0
"start entry segtok-1.5.11/setup.py, use URL, end of entry",0
"start entry esqstudypiprand-3.32/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry elenium-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry FormEncode-2.0.1/setup.py, use URL, end of entry",0
"start entry iterfzf-0.5.0.20.0/setup.py, import operating system module, import file system module, use URL, use URL, use URL, end of entry",0
"start entry mbstrdecoder-1.1.1/setup.py, use URL, evaluate code at run-time, end of entry",0
"start entry minimal-snowplow-tracker-0.0.2/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry xoloqgavocbfcd-0.0.0/xoloqgavocbfcd/__init__.py, use base64 string, end of entry",1
"start entry wsgi-request-logger-0.4.6/setup.py, use URL, end of entry",0
"start entry class_py-1.0.0/setup.py, import network module, import operating system module, use URL, end of entry",1
"start entry backports.shutil_get_terminal_size-1.0.0/setup.py, use URL, end of entry",0
"start entry python-slugify-6.1.2/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry vsts-cd-manager-1.0.2/setup.py, use URL, end of entry",0
"start entry MarkupPy-1.14/setup.py, use URL, end of entry",0
"start entry datadog_lambda-3.60.0/setup.py, use URL, end of entry",0
"start entry google-reauth-0.1.1/setup.py, use URL, end of entry",0
"start entry openshift-0.13.1/setup.py, use URL, end of entry",0
"start entry robotframework-seleniumtestability-2.0.0/setup.py, use URL, end of entry",0
"start entry altair-4.2.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry h2-4.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry colorclass-2.2.2/setup.py, use URL, end of entry",0
"start entry python-mongo-0.2.0/setup.py, import operating system module, import network module, import network module, use operating system module call, use operating system module call, use URL, use network module call, use URL, use URL, end of entry",1
"start entry fedora_messaging-3.0.2/setup.py, import operating system module, use URL, end of entry",0
"start entry absl-py-1.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry flake8-deprecated-1.3/setup.py, use URL, end of entry",0
"start entry delta-spark-2.0.0/setup.py, import operating system module, read sensitive information, use URL, use URL, use URL, use URL, end of entry",0
"start entry PuLP-2.6.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry dbt-databricks-1.1.1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry esqstringvirtualtool-5.32/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry everett-3.0.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry uwsgitop-0.11/setup.py, import operating system module, end of entry",0
"start entry opentelemetry-instrumentation-0.33b0/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry jupyterhub-2.3.1/setup.py, import operating system module, import file system module, evaluate code at run-time, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry requests-http-signature-0.7.1/setup.py, use URL, end of entry",0
"start entry celery-routr-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1
"start entry selfpingultragame-4.45/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry progressbar2-4.0.0/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry opentelemetry-instrumentation-celery-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry celery-routing-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1
"start entry elasticsearch7-7.17.4/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry esqultraLGTBhydra-8.19/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pysftp-0.2.9/setup.py, use URL, use URL, end of entry",0
"start entry tpstudyosintvirtual-5.84/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Flask-Testing-0.8.1/setup.py, use URL, end of entry",0
"start entry fastkml-0.12/setup.py, import operating system module, use URL, end of entry",0
"start entry libosintlibLGTB-5.94/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqstringgamere-10.81/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry zi_api_auth_client-1.0.2/setup.py, use URL, end of entry",0
"start entry eli5-0.13.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pylama-8.4.1/setup.py, import file system module, end of entry",0
"start entry handyspark-0.2.2a1/setup.py, use URL, end of entry",0
"start entry saazsdz-0.1.0/setup.py, import operating system module, use bash script, use operating system module call, end of entry",1
"start entry dominate-2.7.0/setup.py, use URL, end of entry",0
"start entry py-pywvisahydra-2.86/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry tifffile-2022.8.12/setup.py, use URL, use URL, use URL, end of entry",0
"start entry uri-2.0.1/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry selfminemasknvidia-5.69/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry libidrequest-0.4/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1
"start entry types-pytz-2022.1.2/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry emoji-country-flags-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry pretty_html_table-0.9.16/setup.py, use URL, end of entry",0
"start entry keras-resnet-0.2.0/setup.py, use URL, end of entry",0
"start entry django-enumfields-2.1.1/setup.py, import operating system module, use URL, end of entry",0
"start entry sqlalchemy-install-10.9.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry sqlalchemy-install-10.9.4/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry pecan-1.4.2/setup.py, use URL, end of entry",0
"start entry pyfaidx-0.7.1/setup.py, use URL, end of entry",0
"start entry eeweather-0.3.24/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry PyFunctional-1.4.3/setup.py, use URL, end of entry",0
"start entry tpedpingpull-8.64/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pynetbox-6.6.2/setup.py, use URL, end of entry",0
"start entry flake8-bugbear-22.7.1/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry dohq-artifactory-0.8.1/setup.py, use URL, use URL, end of entry",0
"start entry ecdsa-0.18.0/setup.py, import operating system module, use URL, end of entry",0
"start entry art-5.7/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry esqrandadget-3.2/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry passlib-1.7.4/setup.py, import operating system module, use URL, use operating system module call, use URL, end of entry",0
"start entry flak8-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry rcssmin-1.1.1/setup.py, import operating system module, use URL, end of entry",0
"start entry slackclient-2.9.4/setup.py, import operating system module, import process module, evaluate code at run-time, use URL, end of entry",0
"start entry sniffio-1.2.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry fastcluster-1.2.6/setup.py, import operating system module, use URL, end of entry",0
"start entry pid-3.0.4/setup.py, import operating system module, use URL, end of entry",0
"start entry update_checker-0.18.0/setup.py, import operating system module, use URL, end of entry",0
"start entry WebTest-3.0.0/setup.py, use URL, end of entry",0
"start entry dagster-docker-0.16.3/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry apache-bookkeeper-client-4.15.0/setup.py, import operating system module, use URL, end of entry",0
"start entry crytic-compilers-0.3.8/setup.py, use URL, end of entry",1
"start entry roblox-py-wrapper-2.0.7/setup.py, use long string, use base64 string, end of entry",1
"start entry empyrical-0.5.5/setup.py, use URL, end of entry",0
"start entry latexcodec-2.0.1/setup.py, use URL, use URL, end of entry",0
"start entry graphqlclient-0.2.4/setup.py, use URL, end of entry",0
"start entry asycn-0.1/setup.py, use URL, end of entry",1
"start entry treq-22.2.0/setup.py, use URL, end of entry",0
"start entry stix2-3.0.1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry nose_xunitmp-0.4.1/setup.py, import operating system module, end of entry",0
"start entry pyobjc-framework-ImageCaptureCore-8.5/setup.py, import operating system module, end of entry",0
"start entry feedparser-6.0.10/setup.py, import operating system module, import file system module, read sensitive information, read sensitive information, read sensitive information, read sensitive information, use URL, use URL, end of entry",0
"start entry sphinxcontrib-bibtex-2.4.2/setup.py, use URL, use URL, end of entry",0
"start entry ShopifyAPI-12.0.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry scikit-misc-0.1.4/setup.py, import operating system module, import process module, use URL, use URL, use URL, use URL, end of entry",0
"start entry pycalculate-1.0.0/setup.py, use base64 string, end of entry",1
"start entry marshmallow_dataclass-8.5.8/setup.py, use URL, end of entry",0
"start entry jupyter_telemetry-0.1.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry Print-django-3.9.10/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry Print-django-3.9.10/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry json-logging-py-0.2/setup.py, use URL, end of entry",0
"start entry opentelemetry-instrumentation-requests-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry pytest-flake8-1.1.1/setup.py, use URL, end of entry",0
"start entry pylatexenc-2.10/setup.py, import operating system module, use URL, end of entry",0
"start entry ephem-4.1.3/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry gast-0.5.3/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry Lukz-3.0.0/Lukz/__init__.py, use base64 string, end of entry",1
"start entry openpyxl-3.0.10/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry prompt_toolkit-3.0.30/setup.py, import operating system module, use URL, end of entry",0
"start entry spinners-0.0.24/setup.py, use URL, end of entry",0
"start entry scikit-surprise-1.1.1/setup.py, use URL, end of entry",0
"start entry black-22.6.0/setup.py, import operating system module, read sensitive information, read sensitive information, use URL, use URL, end of entry",0
"start entry mypy-boto3-kms-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry textblob-0.17.1/setup.py, use URL, end of entry",0
"start entry pydruid-0.6.3/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry tabulator-1.53.5/setup.py, import operating system module, use URL, end of entry",0
"start entry pycdlib-1.13.0/setup.py, import process module, use process module call, use URL, end of entry",0
"start entry PyBluez-0.23/setup.py, import operating system module, read sensitive information, import process module, use operating system module call, read sensitive information, use URL, use URL, end of entry",0
"start entry compressed_rtf-1.0.6/setup.py, use URL, end of entry",0
"start entry esqproofosintkill-3.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Events-0.4/setup.py, use URL, end of entry",0
"start entry cachy-0.3.0/setup.py, use URL, end of entry",0
"start entry types-backports-0.1.3/setup.py, use URL, end of entry",0
"start entry backoff-2.1.2/setup.py, use URL, end of entry",0
"start entry selfverccint-1.92/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry recurring_ical_events-1.0.2b0/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry xlwt-1.3.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry jsonapi-requests-0.6.2/setup.py, use URL, end of entry",0
"start entry kiwisolver-1.4.4/setup.py, import operating system module, use operating system module call, use operating system module call, end of entry",0
"start entry dasdsajdjsaasddsad-3.0.0/dasdsajdjsaasddsad/__init__.py, use base64 string, evaluate code at run-time, use long string, end of entry",1
"start entry flatten-dict-0.4.2/setup.py, use URL, end of entry",0
"start entry bugsnag-4.2.1/setup.py, use URL, end of entry",0
"start entry typedload-2.17/setup.py, use URL, end of entry",0
"start entry slack_bolt-1.14.3/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry yacs-0.1.8/setup.py, use URL, end of entry",0
"start entry opentelemetry-instrumentation-elasticsearch-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry sql_metadata-2.6.0/setup.py, use URL, end of entry",0
"start entry slack_sdk-3.18.1/setup.py, import operating system module, import process module, evaluate code at run-time, use URL, end of entry",0
"start entry zxcvbn-4.4.28/setup.py, use URL, use URL, end of entry",0
"start entry pip-remote-aaaaa-0.0.3/setup.py, import operating system module, import process module, use process module call, use URL, use URL, end of entry",1
"start entry netifaces-0.11.0/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry sentinels-1.0.0/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry pylint-sys-8.15.6/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pylint-sys-8.15.6/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry dictdiffer-0.9.0/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry btoocore-99.9/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1
"start entry readthedocs-sphinx-ext-2.1.8/setup.py, use URL, end of entry",0
"start entry xmlsec-1.3.12/setup.py, import operating system module, import process module, use operating system module call, use operating system module call, use operating system module call, use URL, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, use URL, use URL, use URL, use URL, use URL, use URL, use operating system module call, use URL, use URL, use URL, use URL, end of entry",0
"start entry pyu2f-0.1.5/setup.py, use URL, end of entry",0
"start entry itemloaders-1.0.4/setup.py, use URL, use URL, use URL, end of entry",0
"start entry guppy3-3.1.2/setup.py, use URL, end of entry",0
"start entry async_exit_stack-1.0.1/setup.py, use URL, end of entry",0
"start entry parso-0.8.3/setup.py, use URL, end of entry",0
"start entry av-9.2.0/setup.py, import operating system module, import file system module, import process module, evaluate code at run-time, use URL, end of entry",0
"start entry dependencyrrr-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry immutables-0.18/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry wandb-0.13.1/setup.py, use URL, end of entry",0
"start entry django-rest-framework-0.1.0/setup.py, use URL, end of entry",0
"start entry tpmaskpaypalping-2.56/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pyquaternion-0.9.9/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry youtube_dl-2021.12.17/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry bitcoin-1.1.42/setup.py, use URL, end of entry",0
"start entry esqpaypalvisaencode-1.7/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry aiodns-3.0.0/setup.py, use URL, end of entry",0
"start entry allure-behave-2.9.45/setup.py, import operating system module, use URL, end of entry",0
"start entry ReverseShell-0.0.2/setup.py, use URL, use URL, use URL, end of entry",1
"start entry PyMsgBox-1.0.9/setup.py, use URL, end of entry",0
"start entry pwniepip-0.0.2/setup.py, import operating system module, use operating system module call, use URL, end of entry",1
"start entry deap-1.3.3/setup.py, use URL, end of entry",0
"start entry django-ckeditor-6.5.0/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, use URL, end of entry",0
"start entry defusedxml-0.7.1/setup.py, import process module, use URL, use URL, end of entry",0
"start entry selfstudycontrolpush-5.49/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry SudachiDict-core-20220729/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry scan-build-2.0.20/setup.py, use URL, end of entry",0
"start entry fasttext_wheel-0.9.2/setup.py, import operating system module, import process module, use operating system module call, use URL, end of entry",0
"start entry libpongcvvm-1.16/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry tomlkit-0.11.4/setup.py, use URL, end of entry",0
"start entry requests/__init__.py/requests/__init__.py, use long string, use base64 string, end of entry",1
"start entry pydeck-0.7.1/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry tentaclio-s3-0.0.2/setup.py, import operating system module, import file system module, read sensitive information, end of entry",0
"start entry esqedpushvm-8.61/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry braceexpand-0.1.7/setup.py, import operating system module, use URL, end of entry",0
"start entry pyclipper-1.3.0.post3/setup.py, import operating system module, use URL, end of entry",0
"start entry paquete-malicioso1-99.99.99/setup.py, import network module, import operating system module, use URL, end of entry",1
"start entry sphinx-panels-0.6.0/setup.py, use URL, use URL, end of entry",0
"start entry django-localflavor-3.1/setup.py, import operating system module, use URL, end of entry",0
"start entry Flask-Session-0.4.0/setup.py, use URL, end of entry",0
"start entry grimp-1.3/setup.py, use URL, use URL, end of entry",0
"start entry tpnvidiareurl-7.23/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry beniget-0.4.1/setup.py, use URL, end of entry",0
"start entry tornado-6.2/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, use URL, use URL, use URL, end of entry",0
"start entry poyo-0.5.0/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry importlib_metadate-99.99/setup.py, import operating system module, import network module, import process module, use network module call, use URL, end of entry, start entry importlib_metadate-99.99/src/xxxxx/__init__.py, import operating system module, end of entry",1
"start entry timezonefinder-6.0.2/setup.py, use URL, end of entry",0
"start entry sphinxcontrib-programoutput-0.17/setup.py, import operating system module, use URL, end of entry",0
"start entry esqultracc-5.17/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry requests-kerberos-0.14.0/setup.py, import operating system module, use URL, end of entry",0
"start entry betacal-1.1.0/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry ForgePy-1.0.2/ForgePy/__init__.py, use base64 string, end of entry",1
"start entry pipreqs-0.4.11/setup.py, use URL, end of entry",0
"start entry carto-1.11.3/setup.py, use URL, end of entry",0
"start entry matplotlib-sqlalchemy-16.18.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry matplotlib-sqlalchemy-16.18.4/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry pytest_docker_tools-3.1.3/setup.py, use URL, end of entry",0
"start entry edn_format-0.7.5/setup.py, use URL, end of entry",0
"start entry sqlalchemy-0.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry py-pingedpyw-7.29/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry glocaltokens-0.6.7/setup.py, use URL, end of entry",0
"start entry auth0-python-3.23.1/setup.py, import operating system module, use URL, end of entry",0
"start entry ghp-import-2.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry poetry-1.1.14/setup.py, use URL, end of entry",0
"start entry aiodocker-0.21.0/setup.py, use URL, end of entry",0
"start entry pussysus-0.0.0/pussysus/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry logging-formatter-anticrlf-1.2/setup.py, use URL, end of entry",0
"start entry backports.tempfile-1.0/setup.py, use URL, end of entry",0
"start entry rpaframework-15.8.0/setup.py, use URL, end of entry",0
"start entry tpproofgameed-5.95/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pinotdb-0.4.4/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry dider-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry regressors-0.0.3/setup.py, use URL, end of entry",0
"start entry dbt-1.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry croniter-1.3.5/setup.py, import operating system module, use URL, end of entry",0
"start entry selfpingintelvm-2.94/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry crypto-pygame-10.14.7/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry crypto-pygame-10.14.7/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry Glances-3.2.7/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry google-cloud-monitoring-2.11.0/setup.py, import operating system module, use URL, end of entry",0
"start entry selftoolinfover-2.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry fiddler-client-1.3.0/setup.py, import file system module, use URL, end of entry",0
"start entry crytic-compilers-0.3.11/setup.py, import operating system module, import process module, evaluate code at run-time, use URL, end of entry",1
"start entry Keras_Applications-1.0.8/setup.py, use URL, use URL, end of entry",0
"start entry updlibupload-0.0.0/updlibupload/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry trio-websocket-0.9.2/setup.py, evaluate code at run-time, use URL, use URL, use URL, end of entry",0
"start entry libpipcvpip-3.20/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry types-aiofiles-0.8.10/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry lofter-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry conda-4.3.16/setup.py, import operating system module, end of entry",0
"start entry types-emoji-2.0.1/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry rasterstats-0.17.0/setup.py, import operating system module, use URL, end of entry",0
"start entry qds_sdk-1.16.1/setup.py, import operating system module, use URL, end of entry",0
"start entry wordcloud-1.8.2.2/setup.py, use URL, end of entry",0
"start entry python-social-auth-0.3.6/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
